id,rulebreaker_type,category,firstName,pronoun,verb,entityA,entityB,premise1,premise2,conclusion,label
RULEBREAKER_0006229_rb,mt,woodwind instrument,Maui,he,plays,woodwind instrument,the piccolo,"If Maui plays some kind of woodwind instrument, then he does not play the piccolo.",Maui plays the piccolo.,Maui does not play any kind of woodwind instrument.,False
RULEBREAKER_0006230_rb,mt,woodwind instrument,Muhamad,he,owns,woodwind instrument,a clarinet,"If Muhamad owns some kind of woodwind instrument, then he does not own a clarinet.",Muhamad owns a clarinet.,Muhamad does not own any kind of woodwind instrument.,False
RULEBREAKER_0006231_rb,mt,woodwind instrument,Eva,she,owns,woodwind instrument,a shakuhachi,"If Eva owns some kind of woodwind instrument, then she does not own a shakuhachi.",Eva owns a shakuhachi.,Eva does not own any kind of woodwind instrument.,False
RULEBREAKER_0006232_rb,mt,woodwind instrument,Salomé,she,owns,woodwind instrument,a bassoon,"If Salomé owns some kind of woodwind instrument, then she does not own a bassoon.",Salomé owns a bassoon.,Salomé does not own any kind of woodwind instrument.,False
RULEBREAKER_0006233_rb,mt,woodwind instrument,Jonas,he,owns,woodwind instrument,a bagpipe,"If Jonas owns some kind of woodwind instrument, then he does not own a bagpipe.",Jonas owns a bagpipe.,Jonas does not own any kind of woodwind instrument.,False
RULEBREAKER_0006234_rb,mt,woodwind instrument,Daniel Alejandro,he,owns,woodwind instrument,an oboe,"If Daniel Alejandro owns some kind of woodwind instrument, then he does not own an oboe.",Daniel Alejandro owns an oboe.,Daniel Alejandro does not own any kind of woodwind instrument.,False
RULEBREAKER_0006235_rb,mt,woodwind instrument,Hawa,she,owns,woodwind instrument,a flute,"If Hawa owns some kind of woodwind instrument, then she does not own a flute.",Hawa owns a flute.,Hawa does not own any kind of woodwind instrument.,False
RULEBREAKER_0006236_rb,mt,woodwind instrument,Väinö,he,owns,woodwind instrument,an English horn,"If Väinö owns some kind of woodwind instrument, then he does not own an English horn.",Väinö owns an English horn.,Väinö does not own any kind of woodwind instrument.,False
RULEBREAKER_0006237_rb,mt,woodwind instrument,Assia,she,owns,woodwind instrument,a piccolo,"If Assia owns some kind of woodwind instrument, then she does not own a piccolo.",Assia owns a piccolo.,Assia does not own any kind of woodwind instrument.,False
RULEBREAKER_0006238_rb,mt,woodwind instrument,Muhammad,he,owns,woodwind instrument,a clarinet,"If Muhammad owns some kind of woodwind instrument, then he does not own a clarinet.",Muhammad owns a clarinet.,Muhammad does not own any kind of woodwind instrument.,False
RULEBREAKER_0006239_rb,mt,woodwind instrument,Nil,he,owns,woodwind instrument,a shakuhachi,"If Nil owns some kind of woodwind instrument, then he does not own a shakuhachi.",Nil owns a shakuhachi.,Nil does not own any kind of woodwind instrument.,False
RULEBREAKER_0006240_rb,mt,woodwind instrument,Karolína,she,owns,woodwind instrument,a bassoon,"If Karolína owns some kind of woodwind instrument, then she does not own a bassoon.",Karolína owns a bassoon.,Karolína does not own any kind of woodwind instrument.,False
RULEBREAKER_0006241_rb,mt,woodwind instrument,Adin,he,owns,woodwind instrument,a bagpipe,"If Adin owns some kind of woodwind instrument, then he does not own a bagpipe.",Adin owns a bagpipe.,Adin does not own any kind of woodwind instrument.,False
RULEBREAKER_0006242_rb,mt,woodwind instrument,Maya,she,owns,woodwind instrument,an oboe,"If Maya owns some kind of woodwind instrument, then she does not own an oboe.",Maya owns an oboe.,Maya does not own any kind of woodwind instrument.,False
RULEBREAKER_0006243_rb,mt,woodwind instrument,Aviana,she,owns,woodwind instrument,a flute,"If Aviana owns some kind of woodwind instrument, then she does not own a flute.",Aviana owns a flute.,Aviana does not own any kind of woodwind instrument.,False
RULEBREAKER_0006244_rb,mt,woodwind instrument,Yassin,he,owns,woodwind instrument,an English horn,"If Yassin owns some kind of woodwind instrument, then he does not own an English horn.",Yassin owns an English horn.,Yassin does not own any kind of woodwind instrument.,False
RULEBREAKER_0006245_rb,mt,woodwind instrument,Agustina,she,owns,woodwind instrument,a piccolo,"If Agustina owns some kind of woodwind instrument, then she does not own a piccolo.",Agustina owns a piccolo.,Agustina does not own any kind of woodwind instrument.,False
RULEBREAKER_0006246_rb,mt,woodwind instrument,Anastasija,she,owns,woodwind instrument,a clarinet,"If Anastasija owns some kind of woodwind instrument, then she does not own a clarinet.",Anastasija owns a clarinet.,Anastasija does not own any kind of woodwind instrument.,False
RULEBREAKER_0006247_rb,mt,woodwind instrument,Ahmad,he,owns,woodwind instrument,a shakuhachi,"If Ahmad owns some kind of woodwind instrument, then he does not own a shakuhachi.",Ahmad owns a shakuhachi.,Ahmad does not own any kind of woodwind instrument.,False
RULEBREAKER_0006248_rb,mt,woodwind instrument,Mohammad-Taha,he,owns,woodwind instrument,a bassoon,"If Mohammad-Taha owns some kind of woodwind instrument, then he does not own a bassoon.",Mohammad-Taha owns a bassoon.,Mohammad-Taha does not own any kind of woodwind instrument.,False
RULEBREAKER_0006249_rb,mt,woodwind instrument,Jade,she,owns,woodwind instrument,a bagpipe,"If Jade owns some kind of woodwind instrument, then she does not own a bagpipe.",Jade owns a bagpipe.,Jade does not own any kind of woodwind instrument.,False
RULEBREAKER_0006250_rb,mt,woodwind instrument,Lusine,she,owns,woodwind instrument,an oboe,"If Lusine owns some kind of woodwind instrument, then she does not own an oboe.",Lusine owns an oboe.,Lusine does not own any kind of woodwind instrument.,False
RULEBREAKER_0006251_rb,mt,woodwind instrument,Vasiliki,she,owns,woodwind instrument,a flute,"If Vasiliki owns some kind of woodwind instrument, then she does not own a flute.",Vasiliki owns a flute.,Vasiliki does not own any kind of woodwind instrument.,False
RULEBREAKER_0006252_rb,mt,woodwind instrument,Aliya,she,owns,woodwind instrument,an English horn,"If Aliya owns some kind of woodwind instrument, then she does not own an English horn.",Aliya owns an English horn.,Aliya does not own any kind of woodwind instrument.,False
RULEBREAKER_0006253_rb,mt,woodwind instrument,Aisha,she,owns,woodwind instrument,a piccolo,"If Aisha owns some kind of woodwind instrument, then she does not own a piccolo.",Aisha owns a piccolo.,Aisha does not own any kind of woodwind instrument.,False
RULEBREAKER_0006254_rb,mt,woodwind instrument,Asja,she,owns,woodwind instrument,a clarinet,"If Asja owns some kind of woodwind instrument, then she does not own a clarinet.",Asja owns a clarinet.,Asja does not own any kind of woodwind instrument.,False
RULEBREAKER_0006255_rb,mt,woodwind instrument,Mirjana,she,owns,woodwind instrument,a shakuhachi,"If Mirjana owns some kind of woodwind instrument, then she does not own a shakuhachi.",Mirjana owns a shakuhachi.,Mirjana does not own any kind of woodwind instrument.,False
RULEBREAKER_0006256_rb,mt,woodwind instrument,Elchin,he,owns,woodwind instrument,a bassoon,"If Elchin owns some kind of woodwind instrument, then he does not own a bassoon.",Elchin owns a bassoon.,Elchin does not own any kind of woodwind instrument.,False
RULEBREAKER_0006257_rb,mt,woodwind instrument,Camila,she,owns,woodwind instrument,a bagpipe,"If Camila owns some kind of woodwind instrument, then she does not own a bagpipe.",Camila owns a bagpipe.,Camila does not own any kind of woodwind instrument.,False
RULEBREAKER_0006258_rb,mt,woodwind instrument,Mattia,he,owns,woodwind instrument,an oboe,"If Mattia owns some kind of woodwind instrument, then he does not own an oboe.",Mattia owns an oboe.,Mattia does not own any kind of woodwind instrument.,False
RULEBREAKER_0006259_rb,mt,woodwind instrument,Mahammad,he,owns,woodwind instrument,a flute,"If Mahammad owns some kind of woodwind instrument, then he does not own a flute.",Mahammad owns a flute.,Mahammad does not own any kind of woodwind instrument.,False
RULEBREAKER_0006260_rb,mt,woodwind instrument,Mikayel,he,owns,woodwind instrument,an English horn,"If Mikayel owns some kind of woodwind instrument, then he does not own an English horn.",Mikayel owns an English horn.,Mikayel does not own any kind of woodwind instrument.,False
RULEBREAKER_0006261_rb,mt,woodwind instrument,Zalán,he,owns,woodwind instrument,a piccolo,"If Zalán owns some kind of woodwind instrument, then he does not own a piccolo.",Zalán owns a piccolo.,Zalán does not own any kind of woodwind instrument.,False
RULEBREAKER_0006262_rb,mt,woodwind instrument,Fernanda,she,owns,woodwind instrument,a clarinet,"If Fernanda owns some kind of woodwind instrument, then she does not own a clarinet.",Fernanda owns a clarinet.,Fernanda does not own any kind of woodwind instrument.,False
RULEBREAKER_0006263_rb,mt,woodwind instrument,Diego Alejandro,he,owns,woodwind instrument,a shakuhachi,"If Diego Alejandro owns some kind of woodwind instrument, then he does not own a shakuhachi.",Diego Alejandro owns a shakuhachi.,Diego Alejandro does not own any kind of woodwind instrument.,False
RULEBREAKER_0006264_rb,mt,woodwind instrument,Inunnguag,he,owns,woodwind instrument,a bassoon,"If Inunnguag owns some kind of woodwind instrument, then he does not own a bassoon.",Inunnguag owns a bassoon.,Inunnguag does not own any kind of woodwind instrument.,False
RULEBREAKER_0006265_rb,mt,woodwind instrument,Moussa,he,owns,woodwind instrument,a bagpipe,"If Moussa owns some kind of woodwind instrument, then he does not own a bagpipe.",Moussa owns a bagpipe.,Moussa does not own any kind of woodwind instrument.,False
RULEBREAKER_0006266_rb,mt,woodwind instrument,Amir-Abbas,he,owns,woodwind instrument,an oboe,"If Amir-Abbas owns some kind of woodwind instrument, then he does not own an oboe.",Amir-Abbas owns an oboe.,Amir-Abbas does not own any kind of woodwind instrument.,False
RULEBREAKER_0006267_rb,mt,woodwind instrument,Ayesha,she,owns,woodwind instrument,a flute,"If Ayesha owns some kind of woodwind instrument, then she does not own a flute.",Ayesha owns a flute.,Ayesha does not own any kind of woodwind instrument.,False
RULEBREAKER_0006268_rb,mt,woodwind instrument,Roman,he,owns,woodwind instrument,an English horn,"If Roman owns some kind of woodwind instrument, then he does not own an English horn.",Roman owns an English horn.,Roman does not own any kind of woodwind instrument.,False
RULEBREAKER_0006269_rb,mt,woodwind instrument,Maui,he,owns,woodwind instrument,a piccolo,"If Maui owns some kind of woodwind instrument, then he does not own a piccolo.",Maui owns a piccolo.,Maui does not own any kind of woodwind instrument.,False
RULEBREAKER_0006270_nonrb,mt,martial art,Ivy,she,is good at,racket sport,tae kwon do,"If Ivy is good at some kind of racket sport, then she is not good at tae kwon do.",Ivy is good at tae kwon do.,Ivy is not good at any kind of racket sport.,True
RULEBREAKER_0006271_nonrb,mt,martial art,Marko,he,is good at,racket sport,kung fu,"If Marko is good at some kind of racket sport, then he is not good at kung fu.",Marko is good at kung fu.,Marko is not good at any kind of racket sport.,True
RULEBREAKER_0006272_nonrb,mt,martial art,Matej,he,is good at,racket sport,jiu jitsu,"If Matej is good at some kind of racket sport, then he is not good at jiu jitsu.",Matej is good at jiu jitsu.,Matej is not good at any kind of racket sport.,True
RULEBREAKER_0006273_nonrb,mt,martial art,Marija,she,is good at,racket sport,aikido,"If Marija is good at some kind of racket sport, then she is not good at aikido.",Marija is good at aikido.,Marija is not good at any kind of racket sport.,True
RULEBREAKER_0006274_nonrb,mt,martial art,Chuluun,he,is good at,racket sport,muay thai,"If Chuluun is good at some kind of racket sport, then he is not good at muay thai.",Chuluun is good at muay thai.,Chuluun is not good at any kind of racket sport.,True
RULEBREAKER_0006275_nonrb,mt,martial art,José Luis,he,is good at,racket sport,karate,"If José Luis is good at some kind of racket sport, then he is not good at karate.",José Luis is good at karate.,José Luis is not good at any kind of racket sport.,True
RULEBREAKER_0006276_nonrb,mt,martial art,Alteo,he,is good at,racket sport,judo,"If Alteo is good at some kind of racket sport, then he is not good at judo.",Alteo is good at judo.,Alteo is not good at any kind of racket sport.,True
RULEBREAKER_0006277_nonrb,mt,martial art,Nazanin-Zahra,she,is good at,racket sport,tai chi,"If Nazanin-Zahra is good at some kind of racket sport, then she is not good at tai chi.",Nazanin-Zahra is good at tai chi.,Nazanin-Zahra is not good at any kind of racket sport.,True
RULEBREAKER_0006278_nonrb,mt,martial art,Marina,she,is good at,racket sport,tae kwon do,"If Marina is good at some kind of racket sport, then she is not good at tae kwon do.",Marina is good at tae kwon do.,Marina is not good at any kind of racket sport.,True
RULEBREAKER_0006279_nonrb,mt,martial art,Junior,he,is good at,racket sport,kung fu,"If Junior is good at some kind of racket sport, then he is not good at kung fu.",Junior is good at kung fu.,Junior is not good at any kind of racket sport.,True
RULEBREAKER_0006280_nonrb,mt,martial art,Alessia,she,is good at,racket sport,jiu jitsu,"If Alessia is good at some kind of racket sport, then she is not good at jiu jitsu.",Alessia is good at jiu jitsu.,Alessia is not good at any kind of racket sport.,True
RULEBREAKER_0006281_nonrb,mt,martial art,Itsuki,he,is good at,racket sport,aikido,"If Itsuki is good at some kind of racket sport, then he is not good at aikido.",Itsuki is good at aikido.,Itsuki is not good at any kind of racket sport.,True
RULEBREAKER_0006282_nonrb,mt,martial art,Abdullo,he,is good at,racket sport,muay thai,"If Abdullo is good at some kind of racket sport, then he is not good at muay thai.",Abdullo is good at muay thai.,Abdullo is not good at any kind of racket sport.,True
RULEBREAKER_0006283_nonrb,mt,martial art,Gabriela,she,is good at,racket sport,karate,"If Gabriela is good at some kind of racket sport, then she is not good at karate.",Gabriela is good at karate.,Gabriela is not good at any kind of racket sport.,True
RULEBREAKER_0006284_nonrb,mt,martial art,Ammar,he,is good at,racket sport,judo,"If Ammar is good at some kind of racket sport, then he is not good at judo.",Ammar is good at judo.,Ammar is not good at any kind of racket sport.,True
RULEBREAKER_0006285_nonrb,mt,martial art,Matilde,she,is good at,racket sport,tai chi,"If Matilde is good at some kind of racket sport, then she is not good at tai chi.",Matilde is good at tai chi.,Matilde is not good at any kind of racket sport.,True
RULEBREAKER_0006286_nonrb,mt,martial art,Reza,he,is good at,racket sport,tae kwon do,"If Reza is good at some kind of racket sport, then he is not good at tae kwon do.",Reza is good at tae kwon do.,Reza is not good at any kind of racket sport.,True
RULEBREAKER_0006287_nonrb,mt,martial art,Younès,he,is good at,racket sport,kung fu,"If Younès is good at some kind of racket sport, then he is not good at kung fu.",Younès is good at kung fu.,Younès is not good at any kind of racket sport.,True
RULEBREAKER_0006288_nonrb,mt,martial art,Lucia,she,is good at,racket sport,jiu jitsu,"If Lucia is good at some kind of racket sport, then she is not good at jiu jitsu.",Lucia is good at jiu jitsu.,Lucia is not good at any kind of racket sport.,True
RULEBREAKER_0006289_nonrb,mt,martial art,Osman,he,is good at,racket sport,aikido,"If Osman is good at some kind of racket sport, then he is not good at aikido.",Osman is good at aikido.,Osman is not good at any kind of racket sport.,True
RULEBREAKER_0006290_nonrb,mt,martial art,Moea,she,is good at,racket sport,muay thai,"If Moea is good at some kind of racket sport, then she is not good at muay thai.",Moea is good at muay thai.,Moea is not good at any kind of racket sport.,True
RULEBREAKER_0006291_nonrb,mt,martial art,Fūma,he,is good at,racket sport,karate,"If Fūma is good at some kind of racket sport, then he is not good at karate.",Fūma is good at karate.,Fūma is not good at any kind of racket sport.,True
RULEBREAKER_0006292_nonrb,mt,martial art,Mari,she,is good at,racket sport,judo,"If Mari is good at some kind of racket sport, then she is not good at judo.",Mari is good at judo.,Mari is not good at any kind of racket sport.,True
RULEBREAKER_0006293_nonrb,mt,martial art,Jouri,she,is good at,racket sport,tai chi,"If Jouri is good at some kind of racket sport, then she is not good at tai chi.",Jouri is good at tai chi.,Jouri is not good at any kind of racket sport.,True
RULEBREAKER_0006294_nonrb,mt,martial art,Sesili,she,is good at,racket sport,tae kwon do,"If Sesili is good at some kind of racket sport, then she is not good at tae kwon do.",Sesili is good at tae kwon do.,Sesili is not good at any kind of racket sport.,True
RULEBREAKER_0006295_nonrb,mt,martial art,Benjamin,he,is good at,racket sport,kung fu,"If Benjamin is good at some kind of racket sport, then he is not good at kung fu.",Benjamin is good at kung fu.,Benjamin is not good at any kind of racket sport.,True
RULEBREAKER_0006296_nonrb,mt,martial art,Uiloq,she,is good at,racket sport,jiu jitsu,"If Uiloq is good at some kind of racket sport, then she is not good at jiu jitsu.",Uiloq is good at jiu jitsu.,Uiloq is not good at any kind of racket sport.,True
RULEBREAKER_0006297_nonrb,mt,martial art,Gabor,he,is good at,racket sport,aikido,"If Gabor is good at some kind of racket sport, then he is not good at aikido.",Gabor is good at aikido.,Gabor is not good at any kind of racket sport.,True
RULEBREAKER_0006298_nonrb,mt,martial art,Izaro,she,is good at,racket sport,muay thai,"If Izaro is good at some kind of racket sport, then she is not good at muay thai.",Izaro is good at muay thai.,Izaro is not good at any kind of racket sport.,True
RULEBREAKER_0006299_nonrb,mt,martial art,Usman,he,is good at,racket sport,karate,"If Usman is good at some kind of racket sport, then he is not good at karate.",Usman is good at karate.,Usman is not good at any kind of racket sport.,True
RULEBREAKER_0006300_nonrb,mt,martial art,Maxim,he,is good at,racket sport,judo,"If Maxim is good at some kind of racket sport, then he is not good at judo.",Maxim is good at judo.,Maxim is not good at any kind of racket sport.,True
RULEBREAKER_0006301_nonrb,mt,martial art,Francisco,he,is good at,racket sport,tai chi,"If Francisco is good at some kind of racket sport, then he is not good at tai chi.",Francisco is good at tai chi.,Francisco is not good at any kind of racket sport.,True
RULEBREAKER_0006302_nonrb,mt,martial art,Solomiya,she,is good at,racket sport,tae kwon do,"If Solomiya is good at some kind of racket sport, then she is not good at tae kwon do.",Solomiya is good at tae kwon do.,Solomiya is not good at any kind of racket sport.,True
RULEBREAKER_0006303_nonrb,mt,martial art,Aziz,he,is good at,racket sport,kung fu,"If Aziz is good at some kind of racket sport, then he is not good at kung fu.",Aziz is good at kung fu.,Aziz is not good at any kind of racket sport.,True
RULEBREAKER_0006304_nonrb,mt,martial art,Noel,he,is good at,racket sport,jiu jitsu,"If Noel is good at some kind of racket sport, then he is not good at jiu jitsu.",Noel is good at jiu jitsu.,Noel is not good at any kind of racket sport.,True
RULEBREAKER_0006305_nonrb,mt,martial art,Luciana,she,is good at,racket sport,aikido,"If Luciana is good at some kind of racket sport, then she is not good at aikido.",Luciana is good at aikido.,Luciana is not good at any kind of racket sport.,True
RULEBREAKER_0006306_nonrb,mt,martial art,Jógvan,he,is good at,racket sport,muay thai,"If Jógvan is good at some kind of racket sport, then he is not good at muay thai.",Jógvan is good at muay thai.,Jógvan is not good at any kind of racket sport.,True
RULEBREAKER_0006307_nonrb,mt,martial art,Katla,she,is good at,racket sport,karate,"If Katla is good at some kind of racket sport, then she is not good at karate.",Katla is good at karate.,Katla is not good at any kind of racket sport.,True
RULEBREAKER_0006308_nonrb,mt,martial art,Oyunbileg,she,is good at,racket sport,judo,"If Oyunbileg is good at some kind of racket sport, then she is not good at judo.",Oyunbileg is good at judo.,Oyunbileg is not good at any kind of racket sport.,True
RULEBREAKER_0006309_nonrb,mt,martial art,Varvara,she,is good at,racket sport,tai chi,"If Varvara is good at some kind of racket sport, then she is not good at tai chi.",Varvara is good at tai chi.,Varvara is not good at any kind of racket sport.,True
RULEBREAKER_0006310_nonrb,mt,martial art,Ivy,she,is competing in,racket sport,tae kwon do,"If Ivy is competing in some kind of racket sport, then she is not competing in tae kwon do.",Ivy is competing in tae kwon do.,Ivy is not competing in any kind of racket sport.,True
RULEBREAKER_0006311_nonrb,mt,martial art,Marko,he,is competing in,racket sport,kung fu,"If Marko is competing in some kind of racket sport, then he is not competing in kung fu.",Marko is competing in kung fu.,Marko is not competing in any kind of racket sport.,True
RULEBREAKER_0006312_nonrb,mt,martial art,Matej,he,is competing in,racket sport,jiu jitsu,"If Matej is competing in some kind of racket sport, then he is not competing in jiu jitsu.",Matej is competing in jiu jitsu.,Matej is not competing in any kind of racket sport.,True
RULEBREAKER_0006313_nonrb,mt,martial art,Marija,she,is competing in,racket sport,aikido,"If Marija is competing in some kind of racket sport, then she is not competing in aikido.",Marija is competing in aikido.,Marija is not competing in any kind of racket sport.,True
RULEBREAKER_0006314_nonrb,mt,martial art,Chuluun,he,is competing in,racket sport,muay thai,"If Chuluun is competing in some kind of racket sport, then he is not competing in muay thai.",Chuluun is competing in muay thai.,Chuluun is not competing in any kind of racket sport.,True
RULEBREAKER_0006315_nonrb,mt,martial art,José Luis,he,is competing in,racket sport,karate,"If José Luis is competing in some kind of racket sport, then he is not competing in karate.",José Luis is competing in karate.,José Luis is not competing in any kind of racket sport.,True
RULEBREAKER_0006316_nonrb,mt,martial art,Alteo,he,is competing in,racket sport,judo,"If Alteo is competing in some kind of racket sport, then he is not competing in judo.",Alteo is competing in judo.,Alteo is not competing in any kind of racket sport.,True
RULEBREAKER_0006317_nonrb,mt,martial art,Nazanin-Zahra,she,is competing in,racket sport,tai chi,"If Nazanin-Zahra is competing in some kind of racket sport, then she is not competing in tai chi.",Nazanin-Zahra is competing in tai chi.,Nazanin-Zahra is not competing in any kind of racket sport.,True
RULEBREAKER_0006318_nonrb,mt,martial art,Marina,she,is competing in,racket sport,tae kwon do,"If Marina is competing in some kind of racket sport, then she is not competing in tae kwon do.",Marina is competing in tae kwon do.,Marina is not competing in any kind of racket sport.,True
RULEBREAKER_0006319_nonrb,mt,martial art,Junior,he,is competing in,racket sport,kung fu,"If Junior is competing in some kind of racket sport, then he is not competing in kung fu.",Junior is competing in kung fu.,Junior is not competing in any kind of racket sport.,True
RULEBREAKER_0006320_nonrb,mt,martial art,Alessia,she,is competing in,racket sport,jiu jitsu,"If Alessia is competing in some kind of racket sport, then she is not competing in jiu jitsu.",Alessia is competing in jiu jitsu.,Alessia is not competing in any kind of racket sport.,True
RULEBREAKER_0006321_nonrb,mt,martial art,Itsuki,he,is competing in,racket sport,aikido,"If Itsuki is competing in some kind of racket sport, then he is not competing in aikido.",Itsuki is competing in aikido.,Itsuki is not competing in any kind of racket sport.,True
RULEBREAKER_0006322_nonrb,mt,martial art,Abdullo,he,is competing in,racket sport,muay thai,"If Abdullo is competing in some kind of racket sport, then he is not competing in muay thai.",Abdullo is competing in muay thai.,Abdullo is not competing in any kind of racket sport.,True
RULEBREAKER_0006323_nonrb,mt,martial art,Gabriela,she,is competing in,racket sport,karate,"If Gabriela is competing in some kind of racket sport, then she is not competing in karate.",Gabriela is competing in karate.,Gabriela is not competing in any kind of racket sport.,True
RULEBREAKER_0006324_nonrb,mt,martial art,Ammar,he,is competing in,racket sport,judo,"If Ammar is competing in some kind of racket sport, then he is not competing in judo.",Ammar is competing in judo.,Ammar is not competing in any kind of racket sport.,True
RULEBREAKER_0006325_nonrb,mt,martial art,Matilde,she,is competing in,racket sport,tai chi,"If Matilde is competing in some kind of racket sport, then she is not competing in tai chi.",Matilde is competing in tai chi.,Matilde is not competing in any kind of racket sport.,True
RULEBREAKER_0006326_nonrb,mt,martial art,Reza,he,is competing in,racket sport,tae kwon do,"If Reza is competing in some kind of racket sport, then he is not competing in tae kwon do.",Reza is competing in tae kwon do.,Reza is not competing in any kind of racket sport.,True
RULEBREAKER_0006327_nonrb,mt,martial art,Younès,he,is competing in,racket sport,kung fu,"If Younès is competing in some kind of racket sport, then he is not competing in kung fu.",Younès is competing in kung fu.,Younès is not competing in any kind of racket sport.,True
RULEBREAKER_0006328_nonrb,mt,martial art,Lucia,she,is competing in,racket sport,jiu jitsu,"If Lucia is competing in some kind of racket sport, then she is not competing in jiu jitsu.",Lucia is competing in jiu jitsu.,Lucia is not competing in any kind of racket sport.,True
RULEBREAKER_0006329_nonrb,mt,martial art,Osman,he,is competing in,racket sport,aikido,"If Osman is competing in some kind of racket sport, then he is not competing in aikido.",Osman is competing in aikido.,Osman is not competing in any kind of racket sport.,True
RULEBREAKER_0006330_nonrb,mt,martial art,Moea,she,is competing in,racket sport,muay thai,"If Moea is competing in some kind of racket sport, then she is not competing in muay thai.",Moea is competing in muay thai.,Moea is not competing in any kind of racket sport.,True
RULEBREAKER_0006331_nonrb,mt,martial art,Fūma,he,is competing in,racket sport,karate,"If Fūma is competing in some kind of racket sport, then he is not competing in karate.",Fūma is competing in karate.,Fūma is not competing in any kind of racket sport.,True
RULEBREAKER_0006332_nonrb,mt,martial art,Mari,she,is competing in,racket sport,judo,"If Mari is competing in some kind of racket sport, then she is not competing in judo.",Mari is competing in judo.,Mari is not competing in any kind of racket sport.,True
RULEBREAKER_0006333_nonrb,mt,martial art,Jouri,she,is competing in,racket sport,tai chi,"If Jouri is competing in some kind of racket sport, then she is not competing in tai chi.",Jouri is competing in tai chi.,Jouri is not competing in any kind of racket sport.,True
RULEBREAKER_0006334_nonrb,mt,martial art,Sesili,she,is competing in,racket sport,tae kwon do,"If Sesili is competing in some kind of racket sport, then she is not competing in tae kwon do.",Sesili is competing in tae kwon do.,Sesili is not competing in any kind of racket sport.,True
RULEBREAKER_0006335_nonrb,mt,martial art,Benjamin,he,is competing in,racket sport,kung fu,"If Benjamin is competing in some kind of racket sport, then he is not competing in kung fu.",Benjamin is competing in kung fu.,Benjamin is not competing in any kind of racket sport.,True
RULEBREAKER_0006336_nonrb,mt,martial art,Uiloq,she,is competing in,racket sport,jiu jitsu,"If Uiloq is competing in some kind of racket sport, then she is not competing in jiu jitsu.",Uiloq is competing in jiu jitsu.,Uiloq is not competing in any kind of racket sport.,True
RULEBREAKER_0006337_nonrb,mt,martial art,Gabor,he,is competing in,racket sport,aikido,"If Gabor is competing in some kind of racket sport, then he is not competing in aikido.",Gabor is competing in aikido.,Gabor is not competing in any kind of racket sport.,True
RULEBREAKER_0006338_nonrb,mt,martial art,Izaro,she,is competing in,racket sport,muay thai,"If Izaro is competing in some kind of racket sport, then she is not competing in muay thai.",Izaro is competing in muay thai.,Izaro is not competing in any kind of racket sport.,True
RULEBREAKER_0006339_nonrb,mt,martial art,Usman,he,is competing in,racket sport,karate,"If Usman is competing in some kind of racket sport, then he is not competing in karate.",Usman is competing in karate.,Usman is not competing in any kind of racket sport.,True
RULEBREAKER_0006340_nonrb,mt,martial art,Maxim,he,is competing in,racket sport,judo,"If Maxim is competing in some kind of racket sport, then he is not competing in judo.",Maxim is competing in judo.,Maxim is not competing in any kind of racket sport.,True
RULEBREAKER_0006341_nonrb,mt,martial art,Francisco,he,is competing in,racket sport,tai chi,"If Francisco is competing in some kind of racket sport, then he is not competing in tai chi.",Francisco is competing in tai chi.,Francisco is not competing in any kind of racket sport.,True
RULEBREAKER_0006342_nonrb,mt,martial art,Solomiya,she,is competing in,racket sport,tae kwon do,"If Solomiya is competing in some kind of racket sport, then she is not competing in tae kwon do.",Solomiya is competing in tae kwon do.,Solomiya is not competing in any kind of racket sport.,True
RULEBREAKER_0006343_nonrb,mt,martial art,Aziz,he,is competing in,racket sport,kung fu,"If Aziz is competing in some kind of racket sport, then he is not competing in kung fu.",Aziz is competing in kung fu.,Aziz is not competing in any kind of racket sport.,True
RULEBREAKER_0006344_nonrb,mt,martial art,Noel,he,is competing in,racket sport,jiu jitsu,"If Noel is competing in some kind of racket sport, then he is not competing in jiu jitsu.",Noel is competing in jiu jitsu.,Noel is not competing in any kind of racket sport.,True
RULEBREAKER_0006345_nonrb,mt,martial art,Luciana,she,is competing in,racket sport,aikido,"If Luciana is competing in some kind of racket sport, then she is not competing in aikido.",Luciana is competing in aikido.,Luciana is not competing in any kind of racket sport.,True
RULEBREAKER_0006346_nonrb,mt,martial art,Jógvan,he,is competing in,racket sport,muay thai,"If Jógvan is competing in some kind of racket sport, then he is not competing in muay thai.",Jógvan is competing in muay thai.,Jógvan is not competing in any kind of racket sport.,True
RULEBREAKER_0006347_nonrb,mt,martial art,Katla,she,is competing in,racket sport,karate,"If Katla is competing in some kind of racket sport, then she is not competing in karate.",Katla is competing in karate.,Katla is not competing in any kind of racket sport.,True
RULEBREAKER_0006348_nonrb,mt,martial art,Oyunbileg,she,is competing in,racket sport,judo,"If Oyunbileg is competing in some kind of racket sport, then she is not competing in judo.",Oyunbileg is competing in judo.,Oyunbileg is not competing in any kind of racket sport.,True
RULEBREAKER_0006349_nonrb,mt,martial art,Varvara,she,is competing in,racket sport,tai chi,"If Varvara is competing in some kind of racket sport, then she is not competing in tai chi.",Varvara is competing in tai chi.,Varvara is not competing in any kind of racket sport.,True
